dataset,scene,scenario,camera,subject,activity,trial,video_id,video_path,label,label_name,has_annotation,include_eval,label_source,segment_id,segment_start_frame,segment_end_frame,frame_count,fps,width,height,duration_sec,notes
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (1).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (1).txt,fall_0,1,156,157,25.0,320,240,6.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_10,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (10).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (10).txt,fall_0,1,361,362,25.0,320,240,14.48,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_11,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (11).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (11).txt,fall_0,1,482,483,25.0,320,240,19.32,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_12,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (12).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (12).txt,fall_0,1,181,182,25.0,320,240,7.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_13,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (13).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (13).txt,fall_0,1,243,244,25.0,320,240,9.76,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_14,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (14).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (14).txt,fall_0,1,175,176,25.0,320,240,7.04,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_15,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (15).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (15).txt,fall_0,1,139,140,25.0,320,240,5.6,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_16,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (16).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (16).txt,fall_0,1,176,177,25.0,320,240,7.08,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_17,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (17).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (17).txt,fall_0,1,157,158,25.0,320,240,6.32,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_18,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (18).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (18).txt,fall_0,1,268,269,25.0,320,240,10.76,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_19,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (19).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (19).txt,fall_0,1,212,213,25.0,320,240,8.52,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (2).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (2).txt,fall_0,1,305,306,25.0,320,240,12.24,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_20,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (20).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (20).txt,fall_0,1,443,444,25.0,320,240,17.76,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_21,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (21).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (21).txt,fall_0,1,181,182,25.0,320,240,7.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_22,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (22).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (22).txt,fall_0,1,228,229,25.0,320,240,9.16,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_23,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (23).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (23).txt,fall_0,1,310,311,25.0,320,240,12.44,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_24,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (24).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (24).txt,fall_0,1,266,267,25.0,320,240,10.68,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_25,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (25).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (25).txt,fall_0,1,261,262,25.0,320,240,10.48,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_26,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (26).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (26).txt,fall_0,1,277,278,25.0,320,240,11.12,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_27,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (27).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (27).txt,fall_0,1,252,253,25.0,320,240,10.12,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_28,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (28).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (28).txt,fall_0,1,174,175,25.0,320,240,7.0,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_29,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (29).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (29).txt,fall_0,1,327,328,25.0,320,240,13.12,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (3).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (3).txt,fall_0,1,303,304,25.0,320,240,12.16,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (30).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (30).txt,fall_0,1,144,145,25.0,320,240,5.8,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_31,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (31).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (31).txt,fall_0,1,264,265,25.0,320,240,10.6,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_32,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (32).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (32).txt,fall_0,1,304,305,25.0,320,240,12.2,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_33,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (33).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (33).txt,fall_0,1,226,227,25.0,320,240,9.08,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_34,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (34).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (34).txt,fall_0,1,414,415,25.0,320,240,16.6,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_35,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (35).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (35).txt,fall_0,1,230,231,25.0,320,240,9.24,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_36,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (36).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (36).txt,fall_0,1,1202,1203,25.0,320,240,48.12,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_37,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (37).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (37).txt,fall_0,1,205,206,25.0,320,240,8.24,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_38,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (38).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (38).txt,fall_0,1,351,352,25.0,320,240,14.08,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (39).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (39).txt,fall_0,1,156,157,25.0,320,240,6.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (4).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (4).txt,fall_0,1,206,207,25.0,320,240,8.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_40,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (40).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (40).txt,fall_0,1,349,350,25.0,320,240,14.0,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_41,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (41).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (41).txt,fall_0,1,381,382,25.0,320,240,15.28,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_42,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (42).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (42).txt,fall_0,1,158,159,25.0,320,240,6.36,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_43,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (43).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (43).txt,fall_0,1,717,718,25.0,320,240,28.72,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (44).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (44).txt,fall_0,1,132,133,25.0,320,240,5.32,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_45,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (45).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (45).txt,fall_0,1,214,215,25.0,320,240,8.6,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (46).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (46).txt,fall_0,1,291,292,25.0,320,240,11.68,Le2i Fall interval parsed from annotation file.
Le2i,Coffee_room_01,,,,,,le2i__Coffee_room_01_Videos_video_47,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Videos\video (47).avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_01\Annotation_files\video (47).txt,fall_0,1,728,729,25.0,320,240,29.16,Le2i Fall interval parsed from annotation file.
